username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ChristopherJM;2014-02-14 09:27;15;15;"Valentine's Day wedding bells at #EuroMaidan . Love this photo by @sia_vlasova , before ceremony http://www. kyivpost.com/multimedia/pho to/euromaidan-protesters-get-married-on-independence-square-on-st-valentines-day-336866.html … pic.twitter.com/5bbQYaJaV5";;@sia_vlasova;#EuroMaidan;"434378364783050753";https://twitter.com/ChristopherJM/status/434378364783050753
MJoemal19;2014-02-14 09:26;0;0;"@capflowwatch On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5Rrk8Oizc.twitter … via @fast_ua UA News";;@capflowwatch @fast_ua;#Euromaidan #;"434378233258049536";https://twitter.com/MJoemal19/status/434378233258049536
BSBonner;2014-02-14 09:26;1;0;"US Embassy sends Valentine's Day wishes to Ukraine (VIDEO) #Ukraine #kyivpost #Euromaidan #kyiv #kiev http://www. kyivpost.com/guide/about-ky iv/us-embassy-sends-special-valentines-wishes-to-ukraine-video-336845.html …";;;#Ukraine #kyivpost #Euromaidan #kyiv #kiev;"434378139729264640";https://twitter.com/BSBonner/status/434378139729264640
MJoemal19;2014-02-14 09:25;0;0;"@SenateFloor @HouseFloor On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5RaGbapsM.twitter … via @fast_ua UA news";;@SenateFloor @HouseFloor @fast_ua;#Euromaidan #;"434377968094171136";https://twitter.com/MJoemal19/status/434377968094171136
MJoemal19;2014-02-14 09:24;0;0;"On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5RJ7kFp9s.twitter … via @fast_us UA News";;@fast_us;#Euromaidan #;"434377701256744960";https://twitter.com/MJoemal19/status/434377701256744960
DavidWMcDuff;2014-02-14 09:24;0;0;"Bulatov says his family being threatened with physical harm http://www. ua-ru.info/news/2014-02-1 4-4042 … #euromaidan #Ukraine";;;#euromaidan #Ukraine;"434377604389281792";https://twitter.com/DavidWMcDuff/status/434377604389281792
BSBonner;2014-02-14 09:23;0;0;"Valentine's Day wedding bells on Independence Square #EuroMaidan #Ukraine #kyivpost #kiev #kyiv http://www. kyivpost.com/multimedia/pho to/euromaidan-protesters-get-married-on-independence-square-on-st-valentines-day-336866.html …";;;#EuroMaidan #Ukraine #kyivpost #kiev #kyiv;"434377472855928832";https://twitter.com/BSBonner/status/434377472855928832
marcussurges;2014-02-14 09:22;0;1;"#ff #Euromaidan in eng @EuromaidanPR @EastOfBrussels @ChristopherJM @TarasDenysenko @Kateryna_Kruk";;@EuromaidanPR @EastOfBrussels @ChristopherJM @TarasDenysenko @Kateryna_Kruk;#ff #Euromaidan;"434377189799501824";https://twitter.com/marcussurges/status/434377189799501824
MJoemal19;2014-02-14 09:22;1;0;"@newsguy2005 RT: @fast_ua UA News: On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5QiNegTww.twitter …";;@newsguy2005 @fast_ua;#Euromaidan #;"434377178176692224";https://twitter.com/MJoemal19/status/434377178176692224
jan_wiebe;2014-02-14 09:21;0;0;"Protesters are celebrating Valentines Day on the barricades in #Kiev . http://www. demotix.com/news/3926075/v alentines-day-barricades-kiev … #Euromaidan";;;#Kiev #Euromaidan;"434376855173361666";https://twitter.com/jan_wiebe/status/434376855173361666
Muschelschloss;2014-02-14 09:19;1;0;"#Euromaidan #Journalism #Photo via @euromaidan (Facebook) https://www. facebook.com/photo.php?fbid =588070674615945&set=np.97380557.100001170311526&type=1&theater … pic.twitter.com/vBVLQofQ56";;@euromaidan;#Euromaidan #Journalism #Photo;"434376291140124673";https://twitter.com/Muschelschloss/status/434376291140124673
ulvdis;2014-02-14 09:18;4;1;"#Ukraine frees all protesters detained during unrest http://www. bbc.co.uk/news/world-eur ope-26187299 … #euromaidan #news #media #independence pic.twitter.com/mRWGgn95qN";;;#Ukraine #euromaidan #news #media #independence;"434376137519550464";https://twitter.com/ulvdis/status/434376137519550464
xaviercolas;2014-02-14 09:17;7;2;"Ukraine frees all protesters detained during unrest. Opposition to ease blockade #EuroMaidan @pmarsupia @juancarlospinov @briciosegovia";;@pmarsupia @juancarlospinov @briciosegovia;#EuroMaidan;"434375979478552576";https://twitter.com/xaviercolas/status/434375979478552576
Nikolay_Nikolov;2014-02-14 09:16;1;0;".@BarrosoEU 'We shall not take it forgranted when people want their future to be changed by democratic elections' #Ukraine #Euromaidan";;@BarrosoEU;#Ukraine #Euromaidan;"434375677509656576";https://twitter.com/Nikolay_Nikolov/status/434375677509656576
ViktorInEnglish;2014-02-14 09:14;3;2;"Ok, lets see. Yatseniuk will be Minister of Microwave Popcorn, and Klitschko will be VP of Those Tiny Ham & Pickle Sandwiches. #Euromaidan";;;#Euromaidan;"434375142203199489";https://twitter.com/ViktorInEnglish/status/434375142203199489
HyperObserver;2014-02-14 09:10;0;0;"#Ukraine :3PIX: All 243 unrest protesters freed;some undr house arrest;ppl must vacate #Kiev buildings. #euromaidan . http:// bbc.in/1dPonE1";;;#Ukraine #Kiev #euromaidan;"434374184441880576";https://twitter.com/HyperObserver/status/434374184441880576
kewell1983;2014-02-14 09:05;0;0;"Tic Tac Tic Tac #Ukraine #euromaidan http:// fr.euronews.com/2014/02/13/l-u kraine-au-bord-de-la-faillite/ …";;;#Ukraine #euromaidan;"434372908241387520";https://twitter.com/kewell1983/status/434372908241387520
ChristopherJM;2014-02-14 09:05;10;3;"#Ukraine govt releasing protesters, #EuroMaidan unblocking Hrushevskoho, sources hinting that oppo leaders to be appointed cabinet spots...";;;#Ukraine #EuroMaidan;"434372860539187200";https://twitter.com/ChristopherJM/status/434372860539187200
AngelisAndrea;2014-02-14 09:01;0;0;"RT @j_a_tucker : How #Egypt protesters use YouTube to learn tactics from Kyiv #Euromaidan protests http:// buff.ly/1nyE4Fh";;@j_a_tucker;#Egypt #Euromaidan;"434371853248135169";https://twitter.com/AngelisAndrea/status/434371853248135169
