username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
awealand;2011-10-17 18:06;0;0;"Protest holdup so avoid embarcadero area right now. http:// twitpic.com/71yrob";South Beach, San Francisco;;;"126101707485753344";https://twitter.com/awealand/status/126101707485753344
laurent4508;2011-10-16 14:33;0;0;"What is the best way to protest all this protesting?";Mission, San Francisco;;;"125685737529159680";https://twitter.com/laurent4508/status/125685737529159680
JeffElder;2011-10-15 17:27;2;1;"Aerial view of #occupysf crowd at SF City Hall protest . pic.twitter.com/bodmxzmS";Civic Center, San Francisco;;#occupysf;"125367191469178880";https://twitter.com/JeffElder/status/125367191469178880
JeffElder;2011-10-15 17:09;0;0;"This is the large crowd gathered right now on the steps of SF City Hall for an Occupy Wall Street protest . pic.twitter.com/0EWQRaIe";Civic Center, San Francisco;;;"125362600878944256";https://twitter.com/JeffElder/status/125362600878944256
davisfields4;2011-10-15 16:23;0;0;"stuck in traffic from an Occupy SF protest ... hopefully can beat them around the bend at Van Ness. http:// twitpic.com/70wokq";Civic Center, San Francisco;;;"125351030023127040";https://twitter.com/davisfields4/status/125351030023127040
elleko;2011-10-15 16:16;0;0;"and l'm doing *my* protest , of course, looking 2 put market value on $1000+ wo @Cable Car - Powell (Turnaround) http:// instagr.am/p/QR61q/";Tenderloin, San Francisco;@Cable;;"125349301869219840";https://twitter.com/elleko/status/125349301869219840
aaronheth;2011-10-15 16:09;0;0;"Income Equality protest on Powell and Market. Crazy amount of people. pic.twitter.com/6XLhI1UI";Tenderloin, San Francisco;;;"125347559794413568";https://twitter.com/aaronheth/status/125347559794413568
IreneRuns;2011-10-15 15:36;0;0;"Stuck on the trolley waiting for a protest in the street one block up to clear. pic.twitter.com/5zPdSVDl";Tenderloin, San Francisco;;;"125339391349628928";https://twitter.com/IreneRuns/status/125339391349628928
yezel;2011-10-15 15:30;0;0;"I love #SF , it' so eventful! Just ran out of a protest to find myself in front of an Indian wedding celebration. http:// twitpic.com/70vya9";South Beach, San Francisco;;#SF;"125337739041325056";https://twitter.com/yezel/status/125337739041325056
mexpolk;2011-10-15 15:24;0;0;"Big protest against WallStreet in San Francisco pic.twitter.com/Hl6vb8va";SoMa, San Francisco;;;"125336320695484416";https://twitter.com/mexpolk/status/125336320695484416
yezel;2011-10-15 15:18;0;0;"In the middle of an #OccupyWallStreet protest in #SF ! #DEMOCRACY http:// twitpic.com/70vs8l";South Beach, San Francisco;;#OccupyWallStreet #SF #DEMOCRACY;"125334777443266560";https://twitter.com/yezel/status/125334777443266560
joethebrain;2011-10-15 10:11;0;0;"I'm not getting this occupy thing I would check it out but I got a new employee to groom... #putpaper is my protest";Castro Valley, CA;;#putpaper;"125257545530093568";https://twitter.com/joethebrain/status/125257545530093568
chadcrawford;2011-10-15 09:42;0;0;"Just another protest . No big deal. #occupywallstreet http:// yfrog.com/nyjfgfgj";Tenderloin, San Francisco;;#occupywallstreet;"125250188175618048";https://twitter.com/chadcrawford/status/125250188175618048
topix_insight;2011-10-14 20:42;0;0;"Labor Slant Marks 'Occupy' Protest At Bank of America - http:// bit.ly/qxapkV #SanLeandro #California";San Leandro, CA;;#SanLeandro #California;"125054018778185728";https://twitter.com/topix_insight/status/125054018778185728
MBernander;2011-10-14 13:46;0;0;"Huntsman boikotter Nevada debatt i protest mot at de flytter sitt primary før New Hampshire. Bombe med tanke på at han gikk all-in i NH";Berkeley, CA;;;"124949159525629952";https://twitter.com/MBernander/status/124949159525629952
SteveD503;2011-10-14 13:21;0;0;"From Steve Jobs shrine to protest over corporate greed, this store's been through a lot this week. (@Apple Store) http:// 4sq.com/nB50gk";;@Apple;;"124942804131643393";https://twitter.com/SteveD503/status/124942804131643393
ericwagner101;2011-10-13 21:33;0;0;"@etyjandro it is that (a party) but it is also a whole lot more. It's difficult to protest 24/7. If you have ideas come down to #OccupySF";Noe Valley, San Francisco;@etyjandro;#OccupySF;"124704480645230592";https://twitter.com/ericwagner101/status/124704480645230592
lindac1962;2011-10-13 17:03;0;0;"Another protest #sf at Palace Hotel. Education reform. pic.twitter.com/CcUDkZzV";South Beach, San Francisco;;#sf;"124636363009179648";https://twitter.com/lindac1962/status/124636363009179648
topix_insight;2011-10-13 10:23;0;0;"UPDATE '99 Percent' Movement Takes Aim At Walnut Creek Protest Wednesday - http:// bit.ly/oetmUO #WalnutCreek #California";Walnut Creek, CA;;#WalnutCreek #California;"124535728054087680";https://twitter.com/topix_insight/status/124535728054087680
94105;2011-10-13 00:02;0;0;"Hundreds Attend ‘Occupy Wall Street’ Protest In Walnut Creek http:// bit.ly/nweldR via http:// outside.in/94105";South Beach, San Francisco;;;"124379461083873280";https://twitter.com/94105/status/124379461083873280
94105;2011-10-13 00:02;0;0;"Residents, churches protest banks by withdrawing cash http:// bit.ly/nu2xbk via http:// outside.in/94105";South Beach, San Francisco;;;"124379457170587648";https://twitter.com/94105/status/124379457170587648
tonyobregon;2011-10-12 23:17;1;0;"Great night for a protest . (@#OccupySF w/ 3 others) http:// 4sq.com/oGzsRN";Downtown, San Francisco;@;#OccupySF;"124368203370606592";https://twitter.com/tonyobregon/status/124368203370606592
vdaloia;2011-10-12 20:12;0;0;"@julianahatfield we want all new. You'd make an amazing protest album. Something full of snarl and wit, with hooks and stomp to spare.";Downtown, San Francisco;@julianahatfield;;"124321685552902145";https://twitter.com/vdaloia/status/124321685552902145
djandrewgibbons;2011-10-12 13:05;0;0;"@RyNSF wah, a channel 7 chopper was hovering over our building for awhile. wish I had time to protest over things I hate";Telegraph Hill, San Francisco;@RyNSF;;"124214240813912064";https://twitter.com/djandrewgibbons/status/124214240813912064
patjack;2011-10-12 12:44;0;0;"You can still feel the pepper spray lingering around wells Fargo at the occupy protest";South Beach, San Francisco;;;"124208784695508993";https://twitter.com/patjack/status/124208784695508993
chrisfreeland;2011-10-12 11:44;2;0;"OccupySF protest outside @WellsFargo http:// yfrog.com/h73h2pvpj";Downtown, San Francisco;@WellsFargo;;"124193858333577216";https://twitter.com/chrisfreeland/status/124193858333577216
